OrderID,OrderDate,Region,State,Product,Quantity,UnitPrice_INR,DiscountPct,Revenue_INR,CustomerSegment
ORD100324,2024-12-26,East,Odisha,Shoes,1,1143,5,1085.85,Retail
ORD100325,2024-03-16,South,Tamil Nadu,Smartphone,1,27947,0,27947.0,Retail
ORD100326,2024-01-15,East,West Bengal,Headphones,1,4279,0,4279.0,Online
ORD100327,2024-02-05,East,West Bengal,Smartphone,1,26053,0,26053.0,Online
ORD100328,2024-07-05,West,Rajasthan,Shoes,2,4943,5,9391.7,Online
ORD100329,2024-06-17,South,Kerala,Shoes,1,3913,5,3717.35,Retail
ORD100330,2024-04-19,South,Karnataka,Smartphone,1,23999,0,23999.0,Retail
ORD100331,2024-07-30,East,West Bengal,Laptop Sleeve,1,2419,0,2419.0,Retail
ORD100332,2024-12-05,North,Haryana,Laptop Sleeve,1,2172,0,2172.0,Retail
ORD100333,2024-03-26,South,Kerala,Wristwatch,1,775,0,775.0,Retail
ORD100334,2024-07-29,South,Karnataka,Jacket,1,1723,0,1723.0,Online
ORD100335,2024-08-07,West,Rajasthan,Backpack,1,826,0,826.0,Online
ORD100336,2024-11-04,West,Rajasthan,Smartphone,2,7262,0,14524.0,Retail
ORD100337,2024-10-05,North,Delhi,Jacket,1,3370,0,3370.0,Retail
ORD100338,2024-04-02,East,West Bengal,Wristwatch,1,2881,0,2881.0,Online
ORD100339,2024-11-01,South,Karnataka,Wristwatch,1,1005,0,1005.0,Retail
ORD100340,2024-07-07,South,Karnataka,Smartphone,1,8539,0,8539.0,Retail
ORD100341,2024-01-31,South,Kerala,Headphones,1,2669,10,2402.1,Retail
ORD100342,2024-09-09,North,Punjab,Sunglasses,1,2127,0,2127.0,Retail
ORD100343,2024-01-12,West,Rajasthan,Headphones,1,2535,0,2535.0,Online
ORD100344,2024-06-20,North,Delhi,Jacket,1,5665,0,5665.0,Retail
ORD100345,2024-05-13,East,Bihar,Backpack,1,1280,5,1216.0,Retail
ORD100346,2024-05-29,South,Karnataka,Wristwatch,3,723,0,2169.0,Retail
ORD100347,2024-01-29,East,Odisha,Headphones,1,4678,5,4444.1,Retail
ORD100348,2024-02-14,North,Haryana,Jacket,3,6819,0,20457.0,Retail
ORD100349,2024-01-01,East,Bihar,Jacket,1,5121,0,5121.0,Retail
ORD100350,2024-01-25,East,West Bengal,Smartphone,1,33299,5,31634.05,Retail
ORD100351,2024-03-08,South,Tamil Nadu,Headphones,1,3026,0,3026.0,Retail
ORD100352,2024-03-06,North,Haryana,Laptop Sleeve,1,1149,5,1091.55,Retail
ORD100353,2024-08-03,North,Haryana,Laptop Sleeve,1,1337,5,1270.15,Retail
ORD100354,2024-01-28,South,Kerala,Shoes,1,4503,0,4503.0,Online
ORD100355,2024-02-15,West,Maharashtra,Laptop Sleeve,2,718,0,1436.0,Retail
ORD100356,2024-03-17,West,Gujarat,Jacket,2,4959,0,9918.0,Retail
ORD100357,2024-12-05,East,West Bengal,Shoes,1,5475,5,5201.25,Retail
ORD100358,2024-01-25,South,Karnataka,Backpack,1,2790,0,2790.0,Retail
ORD100359,2024-01-19,South,Kerala,Headphones,1,1898,0,1898.0,Retail
ORD100360,2024-07-29,East,West Bengal,Smartphone,1,25432,5,24160.4,Retail
ORD100361,2024-12-26,South,Karnataka,Shoes,1,1044,0,1044.0,Retail
ORD100362,2024-04-18,North,Punjab,Sunglasses,1,2362,10,2125.8,Wholesale
ORD100363,2024-03-07,West,Rajasthan,Smartphone,2,10332,0,20664.0,Retail
ORD100364,2024-03-13,North,Delhi,Smartphone,1,17724,0,17724.0,Wholesale
ORD100365,2024-08-23,South,Kerala,Shoes,1,2944,15,2502.4,Retail
ORD100366,2024-08-01,North,Delhi,Sunglasses,1,893,5,848.35,Retail
ORD100367,2024-10-31,South,Kerala,Laptop Sleeve,1,1935,0,1935.0,Retail
ORD100368,2024-08-02,South,Kerala,Headphones,1,2377,5,2258.15,Online
ORD100369,2024-03-18,South,Kerala,Backpack,1,3341,10,3006.9,Retail
ORD100370,2024-02-04,North,Punjab,Shoes,1,2344,5,2226.8,Online
ORD100371,2024-07-27,North,Haryana,Shoes,1,1389,0,1389.0,Retail
ORD100372,2024-12-03,West,Rajasthan,Shoes,1,5210,0,5210.0,Retail
ORD100373,2024-09-12,West,Rajasthan,Smartphone,1,11657,0,11657.0,Retail
ORD100374,2024-12-12,East,West Bengal,Smartphone,1,33957,0,33957.0,Retail
ORD100375,2024-05-11,North,Punjab,Jacket,1,5743,0,5743.0,Retail
ORD100376,2024-09-21,South,Tamil Nadu,Headphones,1,4531,0,4531.0,Retail
ORD100377,2024-09-16,East,Odisha,Sunglasses,1,1194,0,1194.0,Retail
ORD100378,2024-01-13,North,Haryana,Shoes,1,5597,0,5597.0,Retail
ORD100379,2024-05-25,South,Karnataka,Wristwatch,1,3753,5,3565.35,Online
ORD100380,2024-10-24,West,Gujarat,Sunglasses,2,2169,0,4338.0,Retail
ORD100381,2024-03-02,West,Rajasthan,Smartphone,1,7240,0,7240.0,Retail
ORD100382,2024-10-04,West,Gujarat,Backpack,1,521,5,494.95,Wholesale
ORD100383,2024-03-01,South,Karnataka,Smartphone,2,25300,0,50600.0,Retail
ORD100384,2024-03-18,North,Delhi,Jacket,1,6766,0,6766.0,Retail
ORD100385,2024-07-16,East,Odisha,Smartphone,1,21820,0,21820.0,Wholesale
ORD100386,2024-11-12,North,Delhi,Smartphone,1,10918,10,9826.2,Retail
ORD100387,2024-02-12,West,Rajasthan,Shoes,1,3160,5,3002.0,Retail
ORD100388,2024-04-06,South,Tamil Nadu,Shoes,2,1369,0,2738.0,Retail
ORD100389,2024-05-06,North,Punjab,Backpack,3,973,0,2919.0,Retail
ORD100390,2024-02-10,West,Rajasthan,Smartphone,1,22871,0,22871.0,Retail
ORD100391,2024-07-21,North,Delhi,Smartphone,2,26585,0,53170.0,Retail
ORD100392,2024-12-03,South,Karnataka,Backpack,1,956,0,956.0,Retail
ORD100393,2024-06-02,East,Bihar,Jacket,1,3705,0,3705.0,Retail
ORD100394,2024-07-18,West,Gujarat,Jacket,1,6794,5,6454.3,Wholesale
ORD100395,2024-05-27,West,Rajasthan,Headphones,1,1952,0,1952.0,Retail
ORD100396,2024-10-12,West,Rajasthan,Smartphone,1,14328,0,14328.0,Retail
ORD100397,2024-07-23,West,Maharashtra,Shoes,1,5791,0,5791.0,Retail
ORD100398,2024-12-21,West,Gujarat,Smartphone,1,11994,0,11994.0,Retail
ORD100399,2024-03-09,South,Kerala,Shoes,1,1515,0,1515.0,Wholesale
